stamp,open,high,low,close
2019-12-12 12:00:30,1474.7565,1474.935,1474.7565,1474.8600000000001
2019-12-12 12:01:00,1474.8600000000001,1474.8650000000002,1474.7800000000002,1474.7815
2019-12-12 12:01:30,1474.7815,1474.7865000000002,1474.7115,1474.725
2019-12-12 12:02:00,1474.725,1474.7350000000001,1474.67,1474.67
2019-12-12 12:02:30,1474.67,1474.6765,1474.67,1474.6765
2019-12-12 12:03:00,1474.6765,1474.6765,1474.63,1474.645
2019-12-12 12:03:30,1474.645,1474.875,1474.645,1474.855
2019-12-12 12:04:00,1474.855,1474.8915000000002,1474.8065000000001,1474.8249999999998
2019-12-12 12:04:30,1474.8249999999998,1474.9285,1474.8065000000001,1474.8965
2019-12-12 12:05:00,1474.8965,1474.8965,1474.7935,1474.795
2019-12-12 12:05:30,1474.795,1474.8065000000001,1474.7635,1474.79
2019-12-12 12:06:00,1474.79,1474.8,1474.7015000000001,1474.7115
2019-12-12 12:06:30,1474.7115,1474.7115,1474.6065,1474.7065
2019-12-12 12:07:00,1474.7065,1474.77,1474.69,1474.69
2019-12-12 12:07:30,1474.69,1474.855,1474.69,1474.815
2019-12-12 12:08:00,1474.815,1474.8600000000001,1474.7685000000001,1474.7685000000001
2019-12-12 12:08:30,1474.7685000000001,1474.845,1474.7165,1474.8335
2019-12-12 12:09:00,1474.8335,1474.8335,1474.7735,1474.8035
2019-12-12 12:09:30,1474.8035,1474.8085,1474.7385,1474.8049999999998
2019-12-12 12:10:00,1474.8049999999998,1474.8650000000002,1474.7984999999999,1474.8585
2019-12-12 12:10:30,1474.8585,1474.8600000000001,1474.8035,1474.8085
2019-12-12 12:11:00,1474.8085,1474.8735000000001,1474.8085,1474.8735000000001
2019-12-12 12:11:30,1474.8735000000001,1474.8735000000001,1474.6785,1474.73
2019-12-12 12:12:00,1474.73,1474.81,1474.7135,1474.8049999999998
2019-12-12 12:12:30,1474.8049999999998,1475.0,1474.8049999999998,1474.94
2019-12-12 12:13:00,1474.94,1474.9685,1474.72,1474.72
2019-12-12 12:13:30,1474.72,1474.8,1474.7035,1474.8
2019-12-12 12:14:00,1474.8,1474.825,1474.7984999999999,1474.8035
2019-12-12 12:14:30,1474.8035,1474.8049999999998,1474.6035000000002,1474.705
2019-12-12 12:15:00,1474.705,1474.79,1474.6935,1474.7649999999999
2019-12-12 12:15:30,1474.7649999999999,1474.995,1474.7649999999999,1474.995
2019-12-12 12:16:00,1474.995,1475.4165,1474.9650000000001,1475.4165
2019-12-12 12:16:30,1475.4165,1475.4265,1475.14,1475.19
2019-12-12 12:17:00,1475.19,1475.33,1475.19,1475.28
2019-12-12 12:17:30,1475.28,1475.295,1475.225,1475.29
2019-12-12 12:18:00,1475.29,1475.31,1475.26,1475.295
2019-12-12 12:18:30,1475.295,1475.3850000000002,1475.2935,1475.3850000000002
2019-12-12 12:19:00,1475.3850000000002,1475.4215,1475.3585,1475.4050000000002
2019-12-12 12:19:30,1475.4050000000002,1475.4215,1475.3850000000002,1475.41
2019-12-12 12:20:00,1475.41,1475.4785000000002,1475.3835,1475.4050000000002
2019-12-12 12:20:30,1475.4050000000002,1475.5,1475.4035,1475.5
2019-12-12 12:21:00,1475.5,1475.5735,1475.4885,1475.5735
2019-12-12 12:21:30,1475.5735,1475.705,1475.5735,1475.6835
2019-12-12 12:22:00,1475.6835,1475.73,1475.59,1475.6885000000002
2019-12-12 12:22:30,1475.6885000000002,1475.7535,1475.5785,1475.6100000000001
2019-12-12 12:23:00,1475.6100000000001,1475.6100000000001,1475.49,1475.5435
2019-12-12 12:23:30,1475.5435,1475.9250000000002,1475.5435,1475.8965
2019-12-12 12:24:00,1475.8965,1475.975,1475.8135,1475.8915000000002
2019-12-12 12:24:30,1475.8915000000002,1475.975,1475.8635,1475.8850000000002
2019-12-12 12:25:00,1475.8850000000002,1475.89,1475.8,1475.875
2019-12-12 12:25:30,1475.875,1475.95,1475.79,1475.95
2019-12-12 12:26:00,1475.95,1475.97,1475.9,1475.9635
2019-12-12 12:26:30,1475.9635,1475.9650000000001,1475.5,1475.525
2019-12-12 12:27:00,1475.525,1475.565,1475.5149999999999,1475.5435
2019-12-12 12:27:30,1475.5435,1475.5515,1475.4915,1475.5465
2019-12-12 12:28:00,1475.5465,1475.5865,1475.52,1475.545
2019-12-12 12:28:30,1475.545,1475.5465,1475.4385000000002,1475.45
2019-12-12 12:29:00,1475.45,1475.4814999999999,1475.45,1475.4650000000001
2019-12-12 12:29:30,1475.4650000000001,1475.4650000000001,1475.4535,1475.46
2019-12-12 12:30:00,1475.46,1475.48,1475.4515000000001,1475.4515000000001
2019-12-12 12:30:30,1475.4515000000001,1475.4515000000001,1475.2649999999999,1475.2649999999999
2019-12-12 12:31:00,1475.2649999999999,1475.355,1475.2535,1475.295
2019-12-12 12:31:30,1475.295,1475.4315000000001,1475.2915,1475.3685
2019-12-12 12:32:00,1475.3685,1475.505,1475.3600000000001,1475.4465
2019-12-12 12:32:30,1475.4465,1475.565,1475.4385000000002,1475.565
2019-12-12 12:33:00,1475.565,1475.6550000000002,1475.5484999999999,1475.6015000000002
2019-12-12 12:33:30,1475.6015000000002,1475.6750000000002,1475.6015000000002,1475.6750000000002
2019-12-12 12:34:00,1475.6750000000002,1475.6750000000002,1475.6015000000002,1475.6485
2019-12-12 12:34:30,1475.6485,1475.685,1475.6100000000001,1475.6750000000002
2019-12-12 12:35:00,1475.6750000000002,1475.77,1475.4650000000001,1475.51
2019-12-12 12:35:30,1475.51,1475.51,1475.4050000000002,1475.4435
2019-12-12 12:36:00,1475.4435,1475.45,1475.3650000000002,1475.3865
2019-12-12 12:36:30,1475.3865,1475.4335,1475.3600000000001,1475.415
2019-12-12 12:37:00,1475.415,1475.415,1475.3015,1475.3015
2019-12-12 12:37:30,1475.3015,1475.3915000000002,1475.275,1475.3915000000002
2019-12-12 12:38:00,1475.3915000000002,1475.46,1475.3384999999998,1475.4315000000001
2019-12-12 12:38:30,1475.4315000000001,1475.4615,1475.38,1475.38
2019-12-12 12:39:00,1475.38,1475.525,1475.38,1475.5
2019-12-12 12:39:30,1475.5,1475.53,1475.4365,1475.4365
2019-12-12 12:40:00,1475.4365,1475.4365,1475.3650000000002,1475.4365
2019-12-12 12:40:30,1475.4365,1475.4365,1475.2015000000001,1475.2150000000001
2019-12-12 12:41:00,1475.2150000000001,1475.25,1475.1615000000002,1475.25
2019-12-12 12:41:30,1475.25,1475.2649999999999,1475.25,1475.26
2019-12-12 12:42:00,1475.26,1475.33,1475.245,1475.245
2019-12-12 12:42:30,1475.245,1475.245,1475.1565,1475.1615000000002
2019-12-12 12:43:00,1475.1615000000002,1475.1615000000002,1475.0715,1475.0715
2019-12-12 12:43:30,1475.0715,1475.0765000000001,1474.9825,1474.9925
2019-12-12 12:44:00,1474.9925,1475.0549999999998,1474.9925,1475.0375
2019-12-12 12:44:30,1475.0375,1475.0375,1475.0025,1475.0075000000002
2019-12-12 12:45:00,1475.0075000000002,1475.0210000000002,1474.9575,1475.0210000000002
2019-12-12 12:45:30,1475.0210000000002,1475.1550000000002,1474.976,1475.15
2019-12-12 12:46:00,1475.15,1475.225,1475.0475000000001,1475.0549999999998
2019-12-12 12:46:30,1475.0549999999998,1475.1715,1475.0549999999998,1475.0665
2019-12-12 12:47:00,1475.0665,1475.1665,1474.9575,1475.085
2019-12-12 12:47:30,1475.085,1475.085,1474.9475000000002,1475.0025
2019-12-12 12:48:00,1475.0025,1475.0465,1474.9925,1475.045
2019-12-12 12:48:30,1475.045,1475.08,1474.9975,1475.07
2019-12-12 12:49:00,1475.07,1475.07,1474.9525,1475.0025
2019-12-12 12:49:30,1475.0025,1475.0025,1474.9575,1474.9575
2019-12-12 12:50:00,1474.9575,1474.9575,1474.9075,1474.9075
2019-12-12 12:50:30,1474.9075,1475.08,1474.685,1474.745
2019-12-12 12:51:00,1474.745,1474.7765,1474.625,1474.775
2019-12-12 12:51:30,1474.775,1474.875,1474.74,1474.795
2019-12-12 12:52:00,1474.795,1474.96,1474.7649999999999,1474.96
2019-12-12 12:52:30,1474.96,1475.3515000000002,1474.96,1475.28
2019-12-12 12:53:00,1475.28,1475.3700000000001,1475.245,1475.335
2019-12-12 12:53:30,1475.335,1475.38,1475.3049999999998,1475.38
2019-12-12 12:54:00,1475.38,1475.4850000000001,1475.375,1475.4450000000002
2019-12-12 12:54:30,1475.4450000000002,1475.47,1475.35,1475.35
2019-12-12 12:55:00,1475.35,1475.4315000000001,1475.2965,1475.4315000000001
2019-12-12 12:55:30,1475.4315000000001,1475.5815,1475.4250000000002,1475.5465
2019-12-12 12:56:00,1475.5465,1475.6715,1475.4665,1475.645
2019-12-12 12:56:30,1475.645,1475.6565,1475.4385000000002,1475.4540000000002
2019-12-12 12:57:00,1475.4540000000002,1475.5565000000001,1475.4540000000002,1475.47
2019-12-12 12:57:30,1475.47,1475.54,1475.355,1475.355
2019-12-12 12:58:00,1475.355,1475.3715000000002,1475.26,1475.2665
2019-12-12 12:58:30,1475.2665,1475.4765,1475.2665,1475.3665
2019-12-12 12:59:00,1475.3665,1475.38,1475.3465,1475.355
2019-12-12 12:59:30,1475.355,1475.4765,1475.335,1475.4450000000002
2019-12-12 13:00:00,1475.4450000000002,1475.4465,1475.1015000000002,1475.1335
2019-12-12 13:00:30,1475.1335,1475.1335,1474.1615000000002,1474.3700000000001
2019-12-12 13:01:00,1474.3700000000001,1474.5435,1474.3685,1474.455
2019-12-12 13:01:30,1474.455,1474.8865,1474.4535,1474.755
2019-12-12 13:02:00,1474.755,1474.975,1474.755,1474.88
2019-12-12 13:02:30,1474.88,1476.455,1474.88,1476.3850000000002
2019-12-12 13:03:00,1476.3850000000002,1476.609,1475.955,1476.5990000000002
2019-12-12 13:03:30,1476.5990000000002,1477.1165,1476.5990000000002,1477.0315
2019-12-12 13:04:00,1477.0315,1477.0515,1476.8665,1477.0165
2019-12-12 13:04:30,1477.0165,1477.1565,1476.8850000000002,1477.0115
2019-12-12 13:05:00,1477.0115,1477.0115,1476.2350000000001,1476.3065000000001
2019-12-12 13:05:30,1476.3065000000001,1476.4015,1476.1165,1476.23
2019-12-12 13:06:00,1476.23,1476.4015,1476.1115,1476.3565
2019-12-12 13:06:30,1476.3565,1476.4365,1476.2065,1476.2415
2019-12-12 13:07:00,1476.2415,1476.6215000000002,1476.1615000000002,1476.6215000000002
2019-12-12 13:07:30,1476.6215000000002,1476.7865000000002,1476.5265,1476.665
2019-12-12 13:08:00,1476.665,1476.91,1476.5365,1476.8184999999999
2019-12-12 13:08:30,1476.8184999999999,1477.02,1476.7815,1476.93
2019-12-12 13:09:00,1476.93,1477.0065,1476.8565,1476.9765
2019-12-12 13:09:30,1476.9765,1477.3785,1476.8915000000002,1477.1750000000002
2019-12-12 13:10:00,1477.1750000000002,1477.1750000000002,1476.9515000000001,1477.1200000000001
2019-12-12 13:10:30,1477.1200000000001,1477.43,1476.915,1477.04
2019-12-12 13:11:00,1477.04,1477.2275,1476.9285,1477.0549999999998
2019-12-12 13:11:30,1477.0549999999998,1477.2350000000001,1477.0549999999998,1477.1535
2019-12-12 13:12:00,1477.1535,1477.4135,1476.92,1477.4
2019-12-12 13:12:30,1477.4,1477.7849999999999,1477.3835000000001,1477.5749999999998
2019-12-12 13:13:00,1477.5749999999998,1477.6885000000002,1477.4385000000002,1477.525
2019-12-12 13:13:30,1477.525,1477.7385,1477.49,1477.66
2019-12-12 13:14:00,1477.66,1477.835,1477.5815,1477.6015000000002
2019-12-12 13:14:30,1477.6015000000002,1477.7065,1477.4085,1477.4365
2019-12-12 13:15:00,1477.4365,1477.7115,1477.4265,1477.7015000000001
2019-12-12 13:15:30,1477.7015000000001,1477.8515,1477.5565000000001,1477.6015000000002
2019-12-12 13:16:00,1477.6015000000002,1477.9115000000002,1477.5565000000001,1477.9115000000002
2019-12-12 13:16:30,1477.9115000000002,1478.1165,1477.7715,1477.9615
2019-12-12 13:17:00,1477.9615,1478.0065,1477.825,1477.9015
2019-12-12 13:17:30,1477.9015,1478.3384999999998,1477.9015,1478.1315
2019-12-12 13:18:00,1478.1315,1478.1965,1477.6915,1478.0
2019-12-12 13:18:30,1478.0,1478.1765,1477.9615,1477.9615
2019-12-12 13:19:00,1477.9615,1478.3515000000002,1477.9615,1478.3465
2019-12-12 13:19:30,1478.3465,1478.4515000000001,1478.2465,1478.3415
2019-12-12 13:20:00,1478.3415,1478.6365,1478.2514999999999,1478.49
2019-12-12 13:20:30,1478.49,1478.8615,1478.4415,1478.7565
2019-12-12 13:21:00,1478.7565,1479.3565,1478.7465,1479.2785
2019-12-12 13:21:30,1479.2785,1479.2785,1478.7765,1478.7815
2019-12-12 13:22:00,1478.7815,1478.9165,1478.5700000000002,1478.6865
2019-12-12 13:22:30,1478.6865,1478.7714999999998,1478.6715,1478.7615
2019-12-12 13:23:00,1478.7615,1478.7714999999998,1478.5900000000001,1478.5915
2019-12-12 13:23:30,1478.5915,1478.9915,1478.5915,1478.7665
2019-12-12 13:24:00,1478.7665,1478.7765,1478.5565000000001,1478.7365
2019-12-12 13:24:30,1478.7365,1478.7665,1478.5415,1478.6565
2019-12-12 13:25:00,1478.6565,1478.6565,1478.4814999999999,1478.5515
2019-12-12 13:25:30,1478.5515,1478.6215000000002,1478.1515,1478.1815000000001
2019-12-12 13:26:00,1478.1815000000001,1478.3865,1478.1565,1478.3615
2019-12-12 13:26:30,1478.3615,1478.4315000000001,1478.2314999999999,1478.3915000000002
2019-12-12 13:27:00,1478.3915000000002,1478.5965,1478.3315,1478.5815
2019-12-12 13:27:30,1478.5815,1478.7765,1478.5615,1478.6765
2019-12-12 13:28:00,1478.6765,1478.9215,1478.6665,1478.8665
2019-12-12 13:28:30,1478.8665,1478.9365,1478.7565,1478.8665
2019-12-12 13:29:00,1478.8665,1478.8715000000002,1478.7714999999998,1478.7714999999998
2019-12-12 13:29:30,1478.7714999999998,1478.9615,1478.7649999999999,1478.9615
2019-12-12 13:30:00,1478.9615,1479.0665000000001,1478.78,1478.8115
2019-12-12 13:30:30,1478.8115,1480.295,1478.8115,1480.19
2019-12-12 13:31:00,1480.19,1480.7265,1479.955,1480.6815000000001
2019-12-12 13:31:30,1480.6815000000001,1481.0715,1480.56,1480.8700000000001
2019-12-12 13:32:00,1480.8700000000001,1480.9814999999999,1480.5165,1480.6365
2019-12-12 13:32:30,1480.6365,1481.7015000000001,1480.6215000000002,1481.7015000000001
2019-12-12 13:33:00,1481.7015000000001,1481.7365,1481.2365,1481.4465
2019-12-12 13:33:30,1481.4465,1481.7565,1481.4365,1481.6565
2019-12-12 13:34:00,1481.6565,1481.7565,1481.4065,1481.4565
2019-12-12 13:34:30,1481.4565,1482.15,1481.4365,1482.1
2019-12-12 13:35:00,1482.1,1482.5815,1482.095,1482.4465
2019-12-12 13:35:30,1482.4465,1482.6915,1482.3315,1482.3365000000001
2019-12-12 13:36:00,1482.3365000000001,1482.3365000000001,1481.6,1481.7
2019-12-12 13:36:30,1481.7,1481.885,1481.4415,1481.6915
2019-12-12 13:37:00,1481.6915,1481.7715,1481.3815,1481.5165
2019-12-12 13:37:30,1481.5165,1481.8015,1481.495,1481.6915
2019-12-12 13:38:00,1481.6915,1481.6915,1481.4,1481.5115
2019-12-12 13:38:30,1481.5115,1481.9915,1481.51,1481.9450000000002
2019-12-12 13:39:00,1481.9450000000002,1482.1025,1481.825,1481.9250000000002
2019-12-12 13:39:30,1481.9250000000002,1481.9250000000002,1481.5165,1481.8115
2019-12-12 13:40:00,1481.8115,1482.1215000000002,1481.73,1482.1065
2019-12-12 13:40:30,1482.1065,1482.2115,1481.5065,1481.5665
2019-12-12 13:41:00,1481.5665,1481.9115000000002,1481.535,1481.8415
2019-12-12 13:41:30,1481.8415,1482.1115,1481.7915,1482.0515
2019-12-12 13:42:00,1482.0515,1482.7115,1481.9165,1482.7115
2019-12-12 13:42:30,1482.7115,1483.2415,1482.6950000000002,1483.2165
2019-12-12 13:43:00,1483.2165,1483.2365,1482.8415,1482.9065
2019-12-12 13:43:30,1482.9065,1483.05,1482.5915,1482.6315
2019-12-12 13:44:00,1482.6315,1482.8615,1482.5265,1482.7865000000002
2019-12-12 13:44:30,1482.7865000000002,1483.2615,1482.71,1483.1665
2019-12-12 13:45:00,1483.1665,1483.4665,1482.9515000000001,1483.0465
2019-12-12 13:45:30,1483.0465,1483.0865,1482.2314999999999,1482.5665
2019-12-12 13:46:00,1482.5665,1482.7715,1482.42,1482.7514999999999
2019-12-12 13:46:30,1482.7514999999999,1483.3865,1482.73,1483.3615
2019-12-12 13:47:00,1483.3615,1483.5965,1483.0815000000002,1483.1715
2019-12-12 13:47:30,1483.1715,1483.1965,1482.73,1482.7965
2019-12-12 13:48:00,1482.7965,1482.8015,1481.8415,1481.8815
2019-12-12 13:48:30,1481.8815,1482.4215,1481.8315,1482.2415
2019-12-12 13:49:00,1482.2415,1482.4665,1482.0765000000001,1482.4315000000001
2019-12-12 13:49:30,1482.4315000000001,1482.4565,1482.1315,1482.3965
2019-12-12 13:50:00,1482.3965,1482.5115,1482.3315,1482.3665
2019-12-12 13:50:30,1482.3665,1482.5515,1482.2265,1482.2265
2019-12-12 13:51:00,1482.2265,1482.7365,1482.2265,1482.7365
2019-12-12 13:51:30,1482.7365,1482.8265000000001,1482.63,1482.65
2019-12-12 13:52:00,1482.65,1482.855,1482.6465,1482.855
2019-12-12 13:52:30,1482.855,1483.4814999999999,1482.84,1483.4565
2019-12-12 13:53:00,1483.4565,1483.8915000000002,1483.4565,1483.7365
2019-12-12 13:53:30,1483.7365,1483.7415,1483.49,1483.5215
2019-12-12 13:54:00,1483.5215,1483.5215,1483.3165,1483.5115
2019-12-12 13:54:30,1483.5115,1483.6115,1483.3115,1483.3665
2019-12-12 13:55:00,1483.3665,1483.4115000000002,1482.8465,1482.9965
2019-12-12 13:55:30,1482.9965,1483.1915,1482.9215,1483.1865
2019-12-12 13:56:00,1483.1865,1483.2365,1482.9665,1483.0815
2019-12-12 13:56:30,1483.0815,1483.0815,1482.8265000000001,1482.8315
2019-12-12 13:57:00,1482.8315,1482.8315,1482.5615,1482.7865000000002
2019-12-12 13:57:30,1482.7865000000002,1483.0215,1482.7215,1482.9715
2019-12-12 13:58:00,1482.9715,1483.2265,1482.8815,1483.1715
2019-12-12 13:58:30,1483.1715,1483.3265000000001,1482.9715,1482.9715
2019-12-12 13:59:00,1482.9715,1483.0965,1482.9515000000001,1483.0765000000001
2019-12-12 13:59:30,1483.0765000000001,1483.1865,1482.7415,1482.7815
2019-12-12 14:00:00,1482.7815,1482.9715,1482.7665000000002,1482.8315
